ISBN,ISBN13 (Formatted),Author (SN/FN),Work Author on Cover,Work Cover Title,Work Sub Title,Edition Original Language,Edition Binding,Edition Discount Type,Published Price,Region Pricing: UK (UK),Region Pricing: Europe (EU),Edition Group Titles: Series,Edition Extent,Edition Illustration Details,Edition Format,Pub Date Year,Edition Group Titles: BISAC,Edition Territory,Group Code: BISAC/1,Group Code: BISAC/2,Group Code: BISAC/3,,,,
674066383,9780674066380,"Vendler, Helen",Helen Vendler,Dickinson,Selected Poems and Commentaries,,Paperback,Trade,$22.50,£18.95,€20.50,,560,,6-3/8 x 9-1/4,2012,"POETRY / American / General,LITERARY CRITICISM / American / General",World,POE005010,LIT004020,,,,,
674064186,9780674064188,"Gray, Peter B.,Anderson, Kermyt G.",Peter B. Gray and Kermyt G. Anderson,Fatherhood,Evolution and Human Paternal Behavior,,Paperback,Trade,$21.50,£17.95,€19.50,,320,2 tables,6-1/8 x 9-1/4,2012,"SOCIAL SCIENCE / Anthropology / General,SOCIAL SCIENCE / Gender Studies,SOCIAL SCIENCE / Men's Studies,SOCIAL SCIENCE / Sociology / Marriage & Family,PSYCHOLOGY / Interpersonal Relations",World,SOC002000,SOC032000,SOC018000,,,,
674064496,9780674064492,"Williams, Joan C.",Joan C. Williams,Reshaping the Work-Family Debate,Why Men and Class Matter,,Paperback,Academic Trade,$21.50,£17.95,€19.50,The William E. Massey Sr. Lectures in American Studies,304,2 graphs,6-1/8 x 9-1/4,2012,"SOCIAL SCIENCE / Gender Studies,SOCIAL SCIENCE / Social Classes,SOCIAL SCIENCE / Feminism & Feminist Theory,SOCIAL SCIENCE / Men's Studies,SOCIAL SCIENCE / Women's Studies",World,SOC032000,SOC050000,SOC010000,,,,
674066073,9780674066076,"Ford, Kenneth W.",Kenneth W. Ford,101 Quantum Questions,What You Need to Know About the World You Can't See,,Paperback,Trade,$20.50,£16.95,€18.50,,304,"39 halftones, 64 line illustrations, 9 tables",6-1/8 x 8-1/2,2012,"SCIENCE / Physics / Quantum Theory,SCIENCE / Physics / Nuclear,SCIENCE / Physics / General",World,SCI057000,SCI051000,SCI055000,,,,
674066111,9780674066113,"Garrett, Brandon L.",Brandon L. Garrett,Convicting the Innocent,Where Criminal Prosecutions Go Wrong,,Paperback,Short,$22.00,£17.95,€20.00,,376,18 graphs,6-1/8 x 9-1/4,2012,"LAW / Criminal Law / General,LAW / Criminal Procedure,LAW / Court Records,LAW / Forensic Science,LAW / Witnesses",World,LAW026000,LAW027000,LAW023000,,,,
674996690,9780674996694,,Angela M. Kinney,"The Vulgate Bible, Volume IV: The Major Prophetical Books",Douay-Rheims Translation,Latin,Hardback,Short,$35.00,£28.95,€31.50,Dumbarton Oaks Medieval Library,1168,,5-1/4 x 8,2012,"RELIGION / Biblical Studies / History & Culture,RELIGION / Christianity / Catholic,HISTORY / Europe / Medieval",World,REL006630,REL010000,HIS037010,,,,
674064275,9780674064270,"Brands, Hal",Hal Brands,Latin America’s Cold War,,,Paperback,Short,$22.50,£18.95,€20.50,,408,17 halftones,6-1/8 x 9-1/4,2012,"HISTORY / Latin America / General,HISTORY / Modern / 20th Century,POLITICAL SCIENCE / General",World,HIS024000,HIS037070,POL000000,,,,
674052609,9780674052604,,David Bindman,"The Image of the Black in Western Art, Volume IV: From the American Revolution to World War I, Part 2: Black Models and White Myths",New Edition,,Hardback,Short,$106.00,£84.95,€95.50,,384,"165 color illustrations, 44 halftones",Other,2012,"ART / History / General,ART / Criticism & Theory,ART / Art & Politics",World,ART015000,ART009000,ART037000,,,,
674066189,9780674066182,"James, Harold",Harold James,The Creation and Destruction of Value,The Globalization Cycle,,Paperback,Trade,$17.00,£13.95,€15.50,,336,7 figures,Other,2012,"BUSINESS & ECONOMICS / Economic History,BUSINESS & ECONOMICS / Economic Conditions,BUSINESS & ECONOMICS / International / Economics,BUSINESS & ECONOMICS / Economics / Macroeconomics,HISTORY / World",World,BUS023000,BUS022000,BUS069020,,,,
674064313,9780674064317,,Saul Levmore,The Offensive Internet,"Speech, Privacy, and Reputation",,Paperback,Trade,$21.50,£17.95,€19.50,,312,,6-1/8 x 9-1/4,2012,"LAW / Computer & Internet,POLITICAL SCIENCE / Public Policy / General",World,LAW104000,POL028000,,,,,
674047354,9780674047358,,Joan Houston Hall,"Dictionary of American Regional English, Volume V: Sl-Z",,,Hardback,Short,$149.00,£119.95,€134.00,,1296,682 maps,8-1/2 x 11,2012,"REFERENCE / Dictionaries,LANGUAGE ARTS & DISCIPLINES / Spelling & Vocabulary,LANGUAGE ARTS & DISCIPLINES / Linguistics / General,HISTORY / United States / State & Local / General",World,REF008000,LAN021000,LAN009000,,,,
674052595,9780674052598,,David Bindman,"The Image of the Black in Western Art, Volume IV: From the American Revolution to World War I, Part 1: Slaves and Liberators",New Edition,,Hardback,Short,$106.00,£84.95,€95.50,,384,"160 color illustrations, 43 halftones",Other,2012,"ART / History / General,ART / Criticism & Theory,ART / Art & Politics",World,ART015000,ART009000,ART037000,,,,
674064143,9780674064140,"Donner, Fred M.",Fred M. Donner,Muhammad and the Believers,At the Origins of Islam,,Paperback,Short,$20.50,£16.95,€18.50,,304,"21 halftones, 6 maps",5-1/2 x 8-1/4,2012,"RELIGION / Islam / General,RELIGION / Islam / History,RELIGION / Islam / Koran & Sacred Writings,SOCIAL SCIENCE / Islamic Studies",World,REL037000,REL037010,REL041000,,,,
674047338,9780674047334,"Schiavone, Aldo",Aldo Schiavone,The Invention of Law in the West,,Italian,Hardback,Short,$59.50,£47.95,€53.50,,640,,6-3/8 x 9-1/4,2012,"HISTORY / Ancient / Rome,LAW / Legal History,HISTORY / Social History",World,HIS002020,LAW060000,HIS054000,,,,
674055586,9780674055582,,Susan Irvine,The Old English Boethius,with Verse Prologues and Epilogues Associated with King Alfred,"English, Old (ca. 450-1100)",Hardback,Short,$35.00,£28.95,€31.50,Dumbarton Oaks Medieval Library,480,,5-1/4 x 8,2012,"PHILOSOPHY / History & Surveys / Medieval,PHILOSOPHY / Ethics & Moral Philosophy,HISTORY / Europe / Medieval,LITERARY CRITICISM / Medieval",World,PHI012000,PHI005000,HIS037010,,,,
674047311,9780674047310,"Green, Stuart P.",Stuart P. Green,Thirteen Ways to Steal a Bicycle,Theft Law in the Information Age,,Hardback,Short,$52.00,£41.95,€47.00,,400,"1 chart, 4 tables",6-1/8 x 9-1/4,2012,"LAW / Criminal Law / General,LAW / Property,LAW / Intellectual Property / General,LAW / Legal History",World,LAW026000,LAW074000,LAW050000,,,,
674053303,9780674053304,"Horton, H. Mack",H. Mack Horton,Traversing the Frontier,The <i>Man'yōshū</i> Account of a Japanese Mission to Silla in 736–737,,Hardback,Text,$59.95,£47.95,€54.00,Harvard East Asian Monographs,648,2 maps,6-1/8 x 9-1/4,2012,"LITERARY CRITICISM / Asian / Japanese,POETRY / Asian / General,FOREIGN LANGUAGE STUDY / Japanese,FOREIGN LANGUAGE STUDY / Ancient Languages (see also Latin),RELIGION / Comparative Religion","World, subsidiary rights restricted",LIT008030,POE009000,FOR014000,,,,
674066278,9780674066274,"Savage, Barbara Dianne",Barbara Dianne Savage,Your Spirits Walk Beside Us,The Politics of Black Religion,,Paperback,Trade,$20.50,£16.95,€18.50,,368,,5-1/2 x 8-1/4,2012,"SOCIAL SCIENCE / Ethnic Studies / African American Studies,RELIGION / General,POLITICAL SCIENCE / General,HISTORY / United States / 20th Century",World,SOC001000,REL000000,POL000000,,,,
674064682,9780674064683,"Feldman, Robin",Robin Feldman,Rethinking Patent Law,,,Hardback,Short,$52.00,£41.95,€47.00,,288,"3 line illustrations, 1 chart",6-1/8 x 9-1/4,2012,"LAW / Intellectual Property / Patent,LAW / Contracts,LAW / Antitrust",World,LAW050020,LAW021000,LAW005000,,,,
674053079,9780674053076,"Pseudo-Methodius, ",Pseudo-Methodius,Apocalypse. An Alexandrian World Chronicle,,Latin,Hardback,Short,$35.00,£28.95,€31.50,Dumbarton Oaks Medieval Library,464,,5-1/4 x 8,2012,"RELIGION / Christian Theology / Eschatology,HISTORY / Europe / Medieval",World,REL067060,HIS037010,,,,,
674063929,9780674063921,"Goldberg, Victor",Victor Goldberg,Framing Contract Law,An Economic Perspective,,Paperback,Short,$34.50,£27.95,€31.00,,424,5 tables,6-1/8 x 9-1/4,2012,"LAW / Contracts,LAW / Business & Financial,BUSINESS & ECONOMICS / Business Law",World,LAW021000,LAW009000,BUS010000,,,,
674055462,9780674055469,"Segal, Nancy L.",Nancy L. Segal,Born Together—Reared Apart,The Landmark Minnesota Twin Study,,Hardback,Short,$57.00,£45.95,€51.50,,416,"19 halftones, 2 graphs, 44 tables",6-1/8 x 9-1/4,2012,"PSYCHOLOGY / Developmental / Child,PSYCHOLOGY / Developmental / Lifespan Development,PSYCHOLOGY / Research & Methodology,FAMILY & RELATIONSHIPS / General",World,PSY004000,PSY044000,PSY030000,,,,
674055527,9780674055520,"Shelley, Mary Wollstonecraft",Mary Wollstonecraft Shelley,The Annotated Frankenstein,,,Hardback,Trade,$29.95,£23.95,€27.00,,400,98 color illustrations,9 x 9-1/2,2012,"FICTION / Classics,LITERARY CRITICISM / European / English, Irish, Scottish, Welsh",World,FIC004000,LIT004120,,,,,
674055489,9780674055483,"Shugerman, Jed Handelsman",Jed Handelsman Shugerman,The People’s Courts,Pursuing Judicial Independence in America,,Hardback,Short,$40.00,£32.95,€36.00,,400,"2 line illustrations, 2 graphs, 7 tables",6-1/8 x 9-1/4,2012,"LAW / Legal History,LAW / Judicial Power,POLITICAL SCIENCE / American Government / Judicial Branch,POLITICAL SCIENCE / Constitutions,HISTORY / United States / General",World,LAW060000,LAW111000,POL040030,,,,
674050207,9780674050204,"Nee, Victor,Opper, Sonja",Victor Nee and Sonja Opper,Capitalism from Below,Markets and Institutional Change in China,,Hardback,Short,$52.00,£41.95,€47.00,,456,"5 line illustrations, 2 maps, 15 graphs, 29 tables",6-1/8 x 9-1/4,2012,"BUSINESS & ECONOMICS / Development / Economic Development,BUSINESS & ECONOMICS / Entrepreneurship,SOCIAL SCIENCE / Sociology / General,HISTORY / Asia / China",World,BUS068000,BUS025000,SOC026000,,,,
674066286,9780674066281,"Tillotson, Giles",Giles Tillotson,Taj Mahal,,,Paperback,Trade,$17.00,£13.95,€15.50,Wonders of the World,208,28 halftones, 1 map,Other,2012,"TRAVEL / Asia / India & South Asia,HISTORY / Asia / India & South Asia",North America only,TRV003040,HIS017000,,,,
674066057,9780674066052,"Dean, Cornelia",Cornelia Dean,Am I Making Myself Clear?,A Scientist's Guide to Talking to the Public,,Paperback,Academic Trade,$18.00,£14.95,€16.00,,288,,4-3/8 x 7-1/8,2012,"SCIENCE / General,LANGUAGE ARTS & DISCIPLINES / Communication Studies,LANGUAGE ARTS & DISCIPLINES / Journalism,REFERENCE / Personal & Practical Guides",World,SCI000000,LAN004000,LAN008000,,,,
674055063,9780674055063,"Marullus, Michael",Michael Marullus,Poems,,Latin,Hardback,Short,$29.95,£19.95,€21.00,The I Tatti Renaissance Library,496,,5-1/4 x 8,2012,"POETRY / European / General,LITERARY CRITICISM / Renaissance*,HISTORY / Europe / Renaissance",World,POE005030,LIT019000,HIS037020,,,,
674050525,9780674050525,"Mamdani, Mahmood",Mahmood Mamdani,Define and Rule,Native as Political Identity,,Hardback,Text,$34.50,£27.95,€31.00,The W. E. B. Du Bois Lectures,168,,5 x 7-1/2,2012,"POLITICAL SCIENCE / Colonialism & Post-Colonialism,HISTORY / Modern / General",Not for sale in Africa,POL045000,HIS037030,,,,,
674066146,9780674066144,"Hagan, Jacqueline Maria",Jacqueline Maria Hagan,Migration Miracle,"Faith, Hope, and Meaning on the Undocumented Journey",,Paperback,Text,$21.50,£17.95,€19.50,,238,2 tables,6-1/8 x 9-1/4,2012,"SOCIAL SCIENCE / Ethnic Studies / Hispanic American Studies,RELIGION / Christianity / Catholic,HISTORY / United States / 21st Century",World,SOC044000,REL010000,HIS036070,,,,
674064097,9780674064096,"Ingraham, John L.",John L. Ingraham,March of the Microbes,Sighting the Unseen,,Paperback,Trade,$19.50,£15.95,€17.50,,336,38 figures,5-1/2 x 8-1/4,2012,"SCIENCE / Life Sciences / Microbiology,NATURE / General",World,SCI045000,NAT000000,,,,,
674052331,9780674052338,"Weart, Spencer R.",Spencer R. Weart,The Rise of Nuclear Fear,,,Paperback,Trade,$26.00,£20.95,€23.50,,384,,6-1/8 x 9-1/4,2012,"SCIENCE / History,HISTORY / Modern / 20th Century,HISTORY / Social History,TECHNOLOGY & ENGINEERING / Power Resources / Nuclear",World,SCI034000,HIS037070,HIS054000,,,,
674064216,9780674064218,"McCurry, Stephanie",Stephanie McCurry,Confederate Reckoning,Power and Politics in the Civil War South,,Paperback,Short,$24.50,£19.95,€22.00,,456,,6-1/8 x 9-1/4,2012,"HISTORY / United States / Civil War Period (1850-1877),HISTORY / United States / State & Local / South (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV),SOCIAL SCIENCE / Slavery,SOCIAL SCIENCE / Women's Studies,SOCIAL SCIENCE / Ethnic Studies / African American Studies",World,HIS036050,HIS036120,SOC054000,,,,
674050134,9780674050136,"Putnam, Hilary",Hilary Putnam,Philosophy in an Age of Science,"Physics, Mathematics, and Skepticism",,Hardback,Short,$69.00,£55.95,€62.00,,672,,6-1/8 x 9-1/4,2012,"PHILOSOPHY / Essays*,PHILOSOPHY / Epistemology,PHILOSOPHY / Movements / Realism,PHILOSOPHY / History & Surveys / General",World,PHI035000,PHI004000,PHI044000,,,,
674046242,9780674046245,"Kelley, Robin D. G.",Robin D. G. Kelley,"Africa Speaks, America Answers",Modern Jazz in Revolutionary Times,,Hardback,Short,$24.95,£19.95,€22.50,The Nathan I. Huggins Lectures,272,9 halftones,5-1/2 x 8-1/4,2012,"SOCIAL SCIENCE / Black Studies (Global),MUSIC / Genres & Styles / Jazz,BIOGRAPHY & AUTOBIOGRAPHY / Music,HISTORY / United States / 20th Century,HISTORY / Africa / General",World,SOC056000,MUS025000,BIO004000,,,,
674063953,9780674063952,"Miller, Keith",Keith Miller,St. Peter's,,,Paperback,Trade,$17.00,£13.95,€15.50,Wonders of the World,256,"19 halftones, 1 line",Other,2012,"ARCHITECTURE / History / General,ARCHITECTURE / Buildings / Religious,TRAVEL / Europe / Italy",North America only,ARC005000,ARC016000,TRV009110,,,,
674055225,9780674055223,"Baz, Avner",Avner Baz,When Words Are Called For,A Defense of Ordinary Language Philosophy,,Hardback,Short,$46.50,£37.95,€42.00,,256,,6-1/8 x 9-1/4,2012,"PHILOSOPHY / Language,PHILOSOPHY / Methodology,PHILOSOPHY / Movements / Analytic",World,PHI038000,PHI014000,PHI039000,,,,
674064267,9780674064263,"Wolf, Hubert",Hubert Wolf,Pope and Devil,The Vatican's Archives and the Third Reich,,Paperback,Trade,$22.50,£18.95,€20.50,,336,"28 halftones, 1 map",6-1/8 x 9-1/4,2012,"HISTORY / Modern / 20th Century,RELIGION / Christianity / Catholic,RELIGION / History,RELIGION / Religion, Politics & State,HISTORY / Europe / General",World,HIS037070,REL010000,REL033000,,,,
884023788,9780884023784,,William L. Fash,The Art of Urbanism,How Mesoamerican Kingdoms Represented Themselves in Architecture and Imagery,,Paperback,Text,$35.00,£28.95,€31.50,Dumbarton Oaks Pre-Columbian Symposia and Colloquia,488,"7 color photos, 6 color illustrations, 56 black and white photos, 187 black and white illustrations, 3 maps, 5 tables",7 x 10,2012,"SOCIAL SCIENCE / Anthropology / Cultural & Social,SOCIAL SCIENCE / Sociology / Urban,ARCHITECTURE / Buildings / General,HISTORY / Latin America / General","World, subsidiary rights restricted",SOC002010,SOC026030,ARC024000,,,,
674066197,9780674066199,"Krippner, Greta R.",Greta R. Krippner,Capitalizing on Crisis,The Political Origins of the Rise of Finance,,Paperback,Text,$24.00,£19.95,€21.50,,240,14 graphs,6-1/8 x 9-1/4,2012,"SOCIAL SCIENCE / Sociology / General,POLITICAL SCIENCE / Political Economy,BUSINESS & ECONOMICS / Economic History",World,SOC026000,POL023000,BUS023000,,,,
674047524,9780674047525,"Rosen, Charles",Charles Rosen,Freedom and the Arts,Essays on Music and Literature,,Hardback,Short,$35.00,£28.95,€31.50,,448,51 music examples,6-1/8 x 9-1/4,2012,"MUSIC / History & Criticism,LITERARY CRITICISM / General",World,MUS020000,LIT000000,,,,,
674066561,9780674066564,"Rumberger, Russell W.",Russell W. Rumberger,Dropping Out,Why Students Drop Out of High School and What Can Be Done About It,,Paperback,Academic Trade,$22.50,£18.95,€20.50,,400,"10 line illustrations, 10 tables",6-1/8 x 9-1/4,2012,"EDUCATION / Educational Policy & Reform / General,EDUCATION / Student Life & Student Affairs,EDUCATION / Research,POLITICAL SCIENCE / Public Policy / General,SOCIAL SCIENCE / Sociology / General",World,EDU034000,EDU038000,EDU037000,,,,
674063864,9780674063860,"Labaree, David F.",David F. Labaree,Someone Has to Fail,The Zero-Sum Game of Public Schooling,,Paperback,Short,$22.50,£18.95,€20.50,,312,,5-1/2 x 8-1/4,2012,"EDUCATION / Educational Policy & Reform / General,EDUCATION / Philosophy, Theory & Social Aspects,SOCIAL SCIENCE / Sociology / General,POLITICAL SCIENCE / Public Policy / Social Policy",World,EDU034000,EDU040000,SOC026000,,,,
674061543,9780674061545,"Dowling, John E.",John E. Dowling,The Retina,"An Approachable Part of the Brain, Revised Edition",,Hardback,Short,$114.50,£91.95,€103.00,,384,"12 color illustrations, 145 halftones",Other,2012,"SCIENCE / Life Sciences / Neuroscience*,SCIENCE / Cognitive Science",World,SCI089000,SCI090000,,,,,
674065964,9780674065963,"Bose, Sugata",Sugata Bose,His Majesty’s Opponent,Subhas Chandra Bose and India’s Struggle against Empire,,Paperback,Short,$22.50,£18.95,€20.50,,448,"68 halftones, 3 maps",6-1/8 x 9-1/4,2012,"BIOGRAPHY & AUTOBIOGRAPHY / Historical,HISTORY / Asia / India & South Asia,POLITICAL SCIENCE / Political Ideologies / Nationalism & Patriotism,POLITICAL SCIENCE / Colonialism & Post-Colonialism","Not for sale India, Bangladesh, Myanmar (Burma), Nepal, Sri Lanka, Pakistan, and Bhutan",BIO006000,HIS017000,POL031000,,,,
674067053,9780674067059,"Subrahmanyam, Sanjay",Sanjay Subrahmanyam,Courtly Encounters,Translating Courtliness and Violence in Early Modern Eurasia,,Hardback,Short,$34.50,£27.95,€31.00,Mary Flexner Lectures of Bryn Mawr College,336,"18 halftones, 3 maps",5-1/2 x 8-1/4,2012,"HISTORY / World,HISTORY / Asia / India & South Asia,HISTORY / Europe / Spain & Portugal",World,HIS037000,HIS017000,HIS045000,,,,
884023710,9780884023715,,John Beardsley,Landscape Body Dwelling,Charles Simonds at Dumbarton Oaks,,Paperback,Text,$40.00,£32.95,€36.00,Dumbarton Oaks Other Titles in Garden History,116,"118 color photographs, 1 map",Other,2012,"ART / Individual Artists / General,ART / Sculpture & Installation,ART / Criticism & Theory",World,ART016000,ART026000,ART009000,,,,
884023761,9780884023760,"William of Adam, ",William of Adam,How to Defeat the Saracens,"Guillelmus Ade, <i>Tractatus quomodo Sarraceni sunt expugnandi;</i> Text and Translation with Notes",,Hardback,Text,$34.95,£27.95,€31.50,Dumbarton Oaks Medieval Humanities,150,2 maps,7 x 10,2012,"HISTORY / Military / Wars & Conflicts (Other),HISTORY / Europe / Medieval,LITERARY CRITICISM / Medieval","World, subsidiary rights restricted",HIS027130,HIS037010,LIT011000,,,,
674054911,9780674054912,"Pontano, Giovanni Gioviano",Giovanni Gioviano Pontano,"Dialogues, Volume 1",Charon and Antonius,Latin,Hardback,Short,$29.95,£19.95,€21.00,The I Tatti Renaissance Library,432,,5-1/4 x 8,2012,"PHILOSOPHY / Movements / Humanism,LITERARY CRITICISM / European / General,HISTORY / Europe / Renaissance",World,PHI010000,LIT004130,HIS037020,,,,
674065646,9780674065642,"Boyd, Brian",Brian Boyd,Why Lyrics Last,"Evolution, Cognition, and Shakespeare’s Sonnets",,Hardback,Short,$30.00,£24.95,€27.00,,240,,5-1/2 x 8-1/4,2012,"LITERARY CRITICISM / Poetry,LITERARY CRITICISM / Shakespeare,LITERARY CRITICISM / Semiotics & Theory",World,LIT014000,LIT015000,LIT006000,,,,
674064674,9780674064676,"Brown, Candy Gunther",Candy Gunther Brown,Testing Prayer,Science and Healing,,Hardback,Short,$34.50,£27.95,€31.00,,384,"14 halftones, 22 line illustrations, 6 tables",5-1/2 x 8-1/4,2012,"RELIGION / Religion & Science,BODY, MIND & SPIRIT / Healing / Prayer & Spiritual,MEDICAL / Alternative & Complementary Medicine,RELIGION / Christianity / Pentecostal & Charismatic",World,REL106000,OCC011020,MED004000,,,,
674045734,9780674045736,"King, Anthony",Anthony King,The Founding Fathers v. the People,Paradoxes of American Democracy,,Hardback,Short,$42.00,£33.95,€38.00,,256,,6-1/8 x 9-1/4,2012,"POLITICAL SCIENCE / Political Ideologies / Democracy,POLITICAL SCIENCE / Political Process / General,POLITICAL SCIENCE / Constitutions,HISTORY / United States / General",World,POL007000,POL016000,POL022000,,,,
674065867,9780674065864,"Saito, Satoru",Satoru Saito,"Detective Fiction and the Rise of the Japanese Novel, 1880–1930",,,Hardback,Text,$39.95,£31.95,€36.00,Harvard East Asian Monographs,320,none,6 x 9,2012,"LITERARY CRITICISM / Asian / Japanese,HISTORY / Modern / 20th Century","World, subsidiary rights restricted",LIT008030,HIS037070,,,,,
674064372,9780674064379,"Icks, Martijn",Martijn Icks,The Crimes of Elagabalus,The Life and Legacy of Rome's Decadent Boy Emperor,,Hardback,Short,$29.95,£23.95,€27.00,,304,16 color illustrations,6-1/8 x 9-1/4,2012,"HISTORY / Ancient / Rome,LITERARY CRITICISM / European / General",North America only,HIS002020,LIT004130,,,,,
674064089,9780674064089,"Gordon, Joy",Joy Gordon,Invisible War,The United States and the Iraq Sanctions,,Paperback,Trade,$24.50,£19.95,€22.00,,376,,6-1/8 x 9-1/4,2012,"HISTORY / Military / Persian Gulf War (1991),HISTORY / Middle East / General,POLITICAL SCIENCE / International Relations / General,POLITICAL SCIENCE / International Relations / Trade & Tariffs",World,HIS027040,HIS026000,POL011000,,,,
674996836,9780674996830,"Hippocrates, ",Hippocrates,Generation. Nature of the Child. Diseases 4. Nature of Women and Barrenness,,"Greek, Ancient (to 1453)",Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,464,1 line illustration,4-1/4 x 6-3/8,2012,"HISTORY / Ancient / Greece,LITERARY CRITICISM / Ancient & Classical,MEDICAL / History,MEDICAL / Anatomy",World,HIS002010,LIT004190,MED039000,,,,
674067010,9780674067011,"Rusk, Bruce",Bruce Rusk,Critics and Commentators,The <i>Book of Poems</i> as Classic and Literature,,Hardback,Text,$39.95,£31.95,€36.00,Harvard-Yenching Institute Monograph Series,300,4 black and white illustrations,6 x 9,2012,"LITERARY CRITICISM / Asian / Chinese,POETRY / Asian / Chinese,HISTORY / Asia / China","World, subsidiary rights restricted",LIT008010,POE009010,HIS008000,,,,
674063937,9780674063938,"Cahn, Susan K.",Susan K. Cahn,Sexual Reckonings,Southern Girls in a Troubling Age,,Paperback,Short,$22.50,£18.95,€20.50,,384,19 halftones,6-1/8 x 9-1/4,2012,"HISTORY / United States / State & Local / South (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV),SOCIAL SCIENCE / Women's Studies,HISTORY / United States / 20th Century",World,HIS036120,SOC028000,HIS036060,,,,
884023826,9780884023821,,Margaret Mullett,"Dumbarton Oaks Papers, 64",,,Hardback,Text,$125.00,£100.95,€112.50,Dumbarton Oaks Papers,240,"64 color photos, 26 halftones",8-1/2 x 11,2012,"HISTORY / Essays,SOCIAL SCIENCE / Archaeology","World, subsidiary rights restricted",HIS049000,SOC003000,,,,,
884023796,9780884023791,,R. J. H. Jenkins,Commentary on the <i>De Administrando Imperio</i>,,,Paperback,Text,$22.95,£18.95,€20.50,Dumbarton Oaks Texts,234,"2 genealogical charts, 1 map",6 x 9,2012,"LITERARY CRITICISM / Medieval,HISTORY / Europe / Medieval,HISTORY / Middle East / Turkey & Ottoman Empire*","World, subsidiary rights restricted",LIT011000,HIS037010,HIS055000,,,,
982914407,9780982914403,,Felicia Marie Knaul,Closing the Cancer Divide,An Equity Imperative,,Paperback,Text,$24.95,£19.95,€22.50,Global Health and Equity,404,"14 line illustrations, 15 tables, 2 maps",6 x 9,2012,"MEDICAL / Health Policy,MEDICAL / Public Health,SOCIAL SCIENCE / Developing & Emerging Countries,SOCIAL SCIENCE / Disease & Health Issues,BUSINESS & ECONOMICS / Development / General","World, subsidiary rights restricted",MED036000,MED078000,SOC042000,,,,
674066200,9780674066205,"McNally, Richard J.",Richard J. McNally,What Is Mental Illness?,,,Paperback,Trade,$20.50,£16.95,€18.50,,288,,5-1/4 x 8,2012,"PSYCHOLOGY / Psychopathology / General,PSYCHOLOGY / Assessment, Testing & Measurement,PSYCHOLOGY / Clinical Psychology",World,PSY022000,PSY042000,PSY007000,,,,
674064046,9780674064041,"Suisman, David",David Suisman,Selling Sounds,The Commercial Revolution in American Music,,Paperback,Short,$22.50,£18.95,€20.50,,368,41 halftones,5-11/16 x 8-15/16,2012,"BUSINESS & ECONOMICS / Economic History,MUSIC / History & Criticism,SOCIAL SCIENCE / Popular Culture",World,BUS023000,MUS020000,SOC022000,,,,
674065743,9780674065741,"Isaac, Joel",Joel Isaac,Working Knowledge,Making the Human Sciences from Parsons to Kuhn,,Hardback,Short,$57.00,£45.95,€51.50,,320,,6-1/8 x 9-1/4,2012,"HISTORY / United States / 20th Century,HISTORY / Modern / 20th Century,SCIENCE / History,PHILOSOPHY / History & Surveys / Modern,SOCIAL SCIENCE / General",World,HIS036060,HIS037070,SCI034000,,,,
674065611,9780674065611,,Shahzad Bashir,Under the Drones,Modern Lives in the Afghanistan-Pakistan Borderlands,,Hardback,Short,$32.50,£26.95,€29.50,,336,"9 halftones, 3 line illustrations, 2 maps",5-1/2 x 8-1/4,2012,"HISTORY / Modern / 21st Century,HISTORY / Military / Afghan War (2001-)*,RELIGION / Islam / General,POLITICAL SCIENCE / International Relations / General,SOCIAL SCIENCE / Islamic Studies",World,HIS037080,HIS027190,REL037000,,,,
674062485,9780674062481,"Schauer, Frederick",Frederick Schauer,Thinking Like a Lawyer,A New Introduction to Legal Reasoning,,Paperback,Short,$22.50,£18.95,€20.50,,256,,6-1/8 x 9-1/4,2012,"LAW / Legal Writing,LAW / Legal Profession",World,LAW063000,LAW061000,,,,,
674066316,9780674066311,"Wilde, Oscar",Oscar Wilde,The Uncensored Picture of Dorian Gray,,,Paperback,Trade,$15.00,£12.95,€13.50,,272,,5-1/2 x 8-1/4,2012,FICTION / Classics,World,FIC004000,,,,,,
884023699,9780884023692,,Stephen Bann,Interlacing Words and Things,Bridging the Nature-Culture Opposition in Gardens and Landscape,,Paperback,Text,$40.00,£32.95,€36.00,Dumbarton Oaks Colloquium on the History of Landscape Architecture,180,"70 color photographs, 22 black and white photographs",Other,2012,"ARCHITECTURE / Landscape,GARDENING / Garden Design","World, subsidiary rights restricted",ARC008000,GAR006000,,,,,
674067061,9780674067066,"Tamen, Miguel",Miguel Tamen,"What Art Is Like, In Constant Reference to the Alice Books",,,Hardback,Text,$34.50,£27.95,€31.00,,128,,6-1/8 x 9-1/4,2012,"PHILOSOPHY / Aesthetics,PHILOSOPHY / Essays*,ART / Criticism & Theory",World,PHI001000,PHI035000,ART009000,,,,
674066081,9780674066083,"Gallagher, Gary W.",Gary W. Gallagher,The Union War,,,Paperback,Trade,$21.50,£17.95,€19.50,,256,41 halftones,6-1/8 x 9-1/4,2012,"HISTORY / United States / Civil War Period (1850-1877),POLITICAL SCIENCE / Political Ideologies / Democracy,HISTORY / Social History",World,HIS036050,POL007000,HIS054000,,,,
