ISBN,ISBN13 (Formatted),Author (SN/FN),Work Author on Cover,Work Cover Title,Work Sub Title,Edition Original Language,Edition Binding,Edition Discount Type,Published Price,Region Pricing: UK (UK),Region Pricing: Europe (EU),Edition Group Titles: Series,Edition Extent,Edition Illustration Details,Edition Format,Pub Date Year,Edition Group Titles: BISAC,Edition Territory,Group Code: BISAC/1,Group Code: BISAC/2,Group Code: BISAC/3,,,,
674976037,9780674976030,"Romano, Renee C.",Renee C. Romano,Racial Reckoning,Prosecuting America’s Civil Rights Murders,,Paperback,Text,$20.50,£16.95,€18.50,,280,16 halftones,6-1/8 x 9-1/4,2017,"HISTORY / United States / 20th Century,LAW / Legal History,SOCIAL SCIENCE / Discrimination & Race Relations,LAW / Civil Rights",World,HIS036060,LAW060000,SOC031000,,,,
674979842,9780674979840,"Nguyen, Viet Thanh",Viet Thanh Nguyen,Nothing Ever Dies,Vietnam and the Memory of War,,Paperback,Trade,$18.50,£14.95,€16.50,,384,35 halftones,5-1/2 x 8-1/4,2017,"HISTORY / Asia / Southeast Asia,HISTORY / Military / Vietnam War,HISTORY / United States / 20th Century",World,HIS048000,HIS027070,HIS036060,,,,
674050371,9780674050372,"Aydin, Cemil",Cemil Aydin,The Idea of the Muslim World,A Global Intellectual History,,Hardback,Academic Trade,$31.00,£24.95,€28.00,,304,,5-1/2 x 8-1/4,2017,"HISTORY / Middle East / General,HISTORY / Modern / 19th Century,SOCIAL SCIENCE / Islamic Studies,RELIGION / Islam / History,POLITICAL SCIENCE / Geopolitics",World,HIS026000,HIS037060,SOC048000,,,,
674049217,9780674049215,"Sangiovanni, Andrea",Andrea Sangiovanni,Humanity without Dignity,"Moral Equality, Respect, and Human Rights",,Hardback,Text,$41.00,£32.95,€37.00,,320,,6-1/8 x 9-1/4,2017,"PHILOSOPHY / Political,PHILOSOPHY / Ethics & Moral Philosophy,PHILOSOPHY / Social",World,PHI019000,PHI005000,PHI034000,,,,
674975359,9780674975354,"Foley, Neil",Neil Foley,Mexicans in the Making of America,,,Paperback,Trade,$20.50,£16.95,€18.50,,368,"22 halftones, 2 maps",Other,2017,"HISTORY / Latin America / Mexico,HISTORY / Social History,HISTORY / United States / 20th Century,SOCIAL SCIENCE / Emigration & Immigration",World,HIS025000,HIS054000,HIS036060,,,,
067497543X,9780674975439,"Sutton, Matthew Avery",Matthew Avery Sutton,American Apocalypse,A History of Modern Evangelicalism,,Paperback,Trade,$23.50,£18.95,€21.00,,480,28 halftones,6-1/8 x 9-1/4,2017,"HISTORY / United States / 20th Century,RELIGION / Christian Church / History,RELIGION / Religion, Politics & State",World,HIS036060,REL108020,REL084000,,,,
674971779,9780674971776,"Pinkard, Terry",Terry Pinkard,Does History Make Sense?,Hegel on the Historical Shapes of Justice,,Hardback,Text,$51.50,£41.95,€46.50,,288,,6-1/8 x 9-1/4,2017,"PHILOSOPHY / Individual Philosophers,PHILOSOPHY / Movements / Idealism,HISTORY / Historiography,PHILOSOPHY / Movements / Critical Theory",World,PHI046000,PHI042000,HIS016000,,,,
067454515X,9780674545151,"Purves, Dale",Dale Purves,Music as Biology,The Tones We Like and Why,English,Hardback,Text,$31.00,£24.95,€28.00,,176,"44 color illustrations, 2 halftones, 4 tables",6-1/8 x 9-1/4,2017,"SCIENCE / Life Sciences / Neuroscience*,MUSIC / General,SCIENCE / Life Sciences / Evolution",World,SCI089000,MUS000000,SCI027000,,,,
674416600,9780674416604,"MacKinnon, Catharine A.",Catharine A. MacKinnon,Butterfly Politics,,,Hardback,Trade,$35.00,£28.95,€31.50,,504,,6-1/8 x 9-1/4,2017,"SOCIAL SCIENCE / Feminism & Feminist Theory,LAW / Gender & the Law,SOCIAL SCIENCE / Women's Studies,POLITICAL SCIENCE / Political Process / Political Advocacy,SOCIAL SCIENCE / Gender Studies",World,SOC010000,LAW043000,SOC028000,,,,
674047427,9780674047426,"Ahmed, Shahab",Shahab Ahmed,Before Orthodoxy,The Satanic Verses in Early Islam,,Hardback,Academic Trade,$51.50,£41.95,€46.50,,352,,6-1/8 x 9-1/4,2017,"SOCIAL SCIENCE / Islamic Studies,RELIGION / Islam / History,HISTORY / Middle East / General,RELIGION / Islam / Koran & Sacred Writings,RELIGION / Islam / Theology",World,SOC048000,REL037010,HIS026000,,,,
674972147,9780674972148,"Nathans, Sydney",Sydney Nathans,A Mind to Stay,"White Plantation, Black Homeland",,Hardback,Trade,$29.95,£23.95,€27.00,,344,"33 halftones, 5 maps",6-1/8 x 9-1/4,2017,"HISTORY / African American,HISTORY / United States / State & Local / South (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV),HISTORY / United States / 19th Century,HISTORY / United States / 20th Century",World,HIS056000,HIS036120,HIS036040,,,,
674052285,9780674052284,"Van Parijs, Philippe,Vanderborght, Yannick",Philippe Van Parijs and Yannick Vanderborght,Basic Income,A Radical Proposal for a Free Society and a Sane Economy,,Hardback,Trade,$29.95,£23.95,€27.00,,400,"8 graphs, 1 table",6-1/8 x 9-1/4,2017,"BUSINESS & ECONOMICS / Distribution,POLITICAL SCIENCE / Public Policy / Social Policy,PHILOSOPHY / Political,POLITICAL SCIENCE / Political Economy,BUSINESS & ECONOMICS / Economic History",World,BUS078000,POL029000,PHI019000,,,,
674970527,9780674970526,"Kawashima, Terry",Terry Kawashima,Itineraries of Power,Texts and Traversals in Heian and Medieval Japan,,Hardback,Text,$39.95,£31.95,€36.00,Harvard East Asian Monographs,256,7 maps,6 x 9,2017,"LITERARY CRITICISM / Asian / Japanese,HISTORY / Asia / Japan",World,LIT008030,HIS021000,,,,,
674971973,9780674971974,"Ransmeier, Johanna S.",Johanna S. Ransmeier,Sold People,Traffickers and Family Life in North China,,Hardback,Text,$51.50,£41.95,€46.50,,408,"15 halftones, 3 maps, 4 tables",6-1/8 x 9-1/4,2017,"HISTORY / Asia / China,HISTORY / Modern / 20th Century,SOCIAL SCIENCE / Slavery,HISTORY / Social History",World,HIS008000,HIS037070,SOC054000,,,,
674980077,9780674980075,"Kindley, Evan",Evan Kindley,Poet-Critics and the Administration of Culture,,,Hardback,Text,$36.00,£28.95,€32.50,,176,,6-1/8 x 9-1/4,2017,"LITERARY CRITICISM / American / General,LITERARY CRITICISM / Modern / 20th Century,LITERARY CRITICISM / Poetry,POLITICAL SCIENCE / Public Policy / Cultural Policy",World,LIT004020,LIT024050,LIT014000,,,,
674997115,9780674997110,"Apuleius, ",Apuleius,Apologia. Florida. De Deo Socratis,,Latin,Hardback,Loeb,$28.00,£19.95,€25.00,Loeb Classical Library,448,,4-1/4 x 6-3/8,2017,"LITERARY COLLECTIONS / Ancient & Classical,LITERARY COLLECTIONS / Speeches,LITERARY CRITICISM / Ancient & Classical,RELIGION / Ancient*",World,LCO003000,LCO018000,LIT004190,,,,
674980336,9780674980334,"Greenhouse, Linda",Linda Greenhouse,Just a Journalist,"On the Press, Life, and the Spaces Between",,Hardback,Trade,$22.95,£18.95,€20.50,The William E. Massey Sr. Lectures in American Studies,192,,4-3/8 x 7-1/8,2017,"LANGUAGE ARTS & DISCIPLINES / Journalism,BIOGRAPHY & AUTOBIOGRAPHY / Editors, Journalists, Publishers,LAW / Media & the Law,SOCIAL SCIENCE / Media Studies,POLITICAL SCIENCE / Political Process / Media & Internet",World,LAN008000,BIO025000,LAW096000,,,,
674970608,9780674970601,"Boecking, Felix",Felix Boecking,No Great Wall,"Trade, Tariffs, and Nationalism in Republican China, 1927–1945",,Hardback,Text,$39.95,£31.95,€36.00,Harvard East Asian Monographs,292,"13 line illustrations, 5 maps, 13 tables",6 x 9,2017,"HISTORY / Asia / China,POLITICAL SCIENCE / Public Policy / Economic Policy,POLITICAL SCIENCE / History & Theory,HISTORY / Modern / 20th Century",World,HIS008000,POL024000,POL010000,,,,
067497154X,9780674971547,"Hanink, Johanna",Johanna Hanink,The Classical Debt,Greek Antiquity in an Era of Austerity,,Hardback,Trade,$29.95,£23.95,€27.00,,352,26 halftones,5-1/2 x 8-1/4,2017,"HISTORY / Ancient / Greece,BUSINESS & ECONOMICS / Economic Conditions,POLITICAL SCIENCE / Commentary & Opinion,HISTORY / Historiography",World,HIS002010,BUS022000,POL046000,,,,
674970578,9780674970571,"Andreeva, Anna",Anna Andreeva,Assembling Shinto,Buddhist Approaches to Kami Worship in Medieval Japan,,Hardback,Text,$49.95,£39.95,€45.00,Harvard East Asian Monographs,420,"9 color illustrations, 1 halftone, 14 line illustrations, 3 maps",6 x 9,2017,"RELIGION / History,RELIGION / Buddhism / General (see also PHILOSOPHY / Buddhist),RELIGION / Shintoism,HISTORY / Asia / Japan",World,REL033000,REL007000,REL060000,,,,
674971361,9780674971363,"Chaouli, Michel",Michel Chaouli,Thinking with Kant’s <i>Critique of Judgment</i>,,,Hardback,Text,$46.50,£37.95,€42.00,,336,,6-1/8 x 9-1/4,2017,"PHILOSOPHY / Aesthetics,PHILOSOPHY / History & Surveys / Modern,LITERARY CRITICISM / Semiotics & Theory",World,PHI001000,PHI016000,LIT006000,,,,
674970586,9780674970588,"Doran, Rebecca",Rebecca Doran,Transgressive Typologies,Constructions of Gender and Power in Early Tang China,,Hardback,Text,$39.95,£31.95,€36.00,Harvard-Yenching Institute Monograph Series,270,,6 x 9,2017,"HISTORY / Asia / China,HISTORY / Historiography,SOCIAL SCIENCE / Women's Studies",World,HIS008000,HIS016000,SOC028000,,,,
674971078,9780674971073,"Poole, William",William Poole,Milton and the Making of <i>Paradise Lost</i>,,,Hardback,Academic Trade,$31.00,£24.95,€28.00,,384,,6-1/8 x 9-1/4,2017,"LITERARY CRITICISM / Poetry,LITERARY CRITICISM / European / English, Irish, Scottish, Welsh,BIOGRAPHY & AUTOBIOGRAPHY / Literary Figures,HISTORY / Europe / Great Britain / Stuart Era (1603-1714)",World,LIT014000,LIT004120,BIO007000,,,,
674974980,9780674974982,"Ficino, Marsilio",Marsilio Ficino,"Commentary on Plotinus, Volume 4","<i>Ennead III</i>, Part 1",,Hardback,Academic Trade,$29.95,£19.95,€21.00,The I Tatti Renaissance Library,608,,5-1/4 x 8,2017,"PHILOSOPHY / History & Surveys / Ancient & Classical,HISTORY / Europe / Renaissance",World,PHI002000,HIS037020,,,,,
674974972,9780674974975,"Manetti, Giannozzo",Giannozzo Manetti,Against the Jews and the Gentiles,Books I–IV,,Hardback,Academic Trade,$29.95,£19.95,€21.00,The I Tatti Renaissance Library,512,,5-1/4 x 8,2017,"HISTORY / Europe / Renaissance,RELIGION / Christian Theology / Apologetics,RELIGION / Christian Church / History",World,HIS037020,REL067030,REL108020,,,,
674975596,9780674975590,"Boccaccio, Giovanni",Giovanni Boccaccio,"Genealogy of the Pagan Gods, Volume 2",Books VI–X,,Hardback,Academic Trade,$29.95,£19.95,€21.00,The I Tatti Renaissance Library,720,,5-1/4 x 8,2017,"LITERARY CRITICISM / Renaissance*,HISTORY / Europe / Renaissance,RELIGION / History",World,LIT019000,HIS037020,REL033000,,,,
674971558,9780674971554,"Peri, Alexis",Alexis Peri,The War Within,Diaries from the Siege of Leningrad,,Hardback,Trade,$29.95,£23.95,€27.00,,384,"20 halftones, 2 maps",6-1/8 x 9-1/4,2017,"HISTORY / Russia & the Former Soviet Union,HISTORY / Military / World War II,HISTORY / Social History",World,HIS032000,HIS027100,HIS054000,,,,
674975979,9780674975972,"Myerson, Joel,Wilson, Leslie Perrin",Joel Myerson and Leslie Perrin Wilson,Picturing Emerson,An Iconography,,Paperback,Text,$30.00,£24.95,€27.00,Harvard Library Bulletin,140,"135 color illustrations, 5 halftones",7 x 10,2017,"BIOGRAPHY & AUTOBIOGRAPHY / Literary Figures,LITERARY CRITICISM / American / General",World,BIO007000,LIT004020,,,,,
674971663,9780674971660,"Schilling, Govert",Govert Schilling,Ripples in Spacetime,"Einstein, Gravitational Waves, and the Future of Astronomy",English,Hardback,Trade,$29.95,£23.95,€27.00,,352,25 halftones,5-1/2 x 8-1/4,2017,"SCIENCE / Gravity,SCIENCE / Physics / Astrophysics,SCIENCE / History,SCIENCE / Astronomy,SCIENCE / Scientific Instruments",World,SCI033000,SCI005000,SCI034000,,,,
674971841,9780674971844,"Falkeid, Unn",Unn Falkeid,The Avignon Papacy Contested,An Intellectual History from Dante to Catherine of Siena,,Hardback,Text,$51.50,£41.95,€46.50,I Tatti Studies in Italian Renaissance History,288,,6-1/8 x 9-1/4,2017,"HISTORY / Europe / Medieval,HISTORY / Historiography,RELIGION / Christian Church / History,RELIGION / Christianity / Catholic,RELIGION / Religion, Politics & State",World,HIS037010,HIS016000,REL108020,,,,
674971981,9780674971981,"Brown, Jonathan C.",Jonathan C. Brown,Cuba’s Revolutionary World,,,Hardback,Trade,$35.00,£28.95,€31.50,,600,"25 halftones, 4 maps, 1 table",6-1/8 x 9-1/4,2017,"HISTORY / Modern / 20th Century,HISTORY / Revolutionary,HISTORY / Caribbean & West Indies / Cuba,HISTORY / Latin America / South America",World,HIS037070,HIS031000,HIS041010,,,,
674975383,9780674975385,"Johnson, Walter",Walter Johnson,River of Dark Dreams,Slavery and Empire in the Cotton Kingdom,,Paperback,Trade,$23.50,£18.95,€21.00,,560,"27 halftones, 2 tables",6-1/8 x 9-1/4,2017,"HISTORY / United States / 19th Century,BUSINESS & ECONOMICS / Economic History,POLITICAL SCIENCE / Political Economy,SOCIAL SCIENCE / Slavery,POLITICAL SCIENCE / Imperialism",World,HIS036040,BUS023000,POL023000,,,,
674972007,9780674972001,"Smith, Kathleen E.",Kathleen E. Smith,Moscow 1956,The Silenced Spring,,Hardback,Trade,$29.95,£23.95,€27.00,,448,"28 halftones, 1 map",6-1/8 x 9-1/4,2017,"HISTORY / Russia & the Former Soviet Union,HISTORY / United States / 20th Century,HISTORY / Social History",World,HIS032000,HIS036060,HIS054000,,,,
674970993,9780674970991,"Garrett, Brandon L.",Brandon L. Garrett,End of Its Rope,How Killing the Death Penalty Can Revive Criminal Justice,English,Hardback,Trade,$29.95,£23.95,€27.00,,344,"5 halftones, 14 graphs, 8 tables",5-1/2 x 8-1/4,2017,"LAW / Criminal Law / Sentencing,SOCIAL SCIENCE / Penology,HISTORY / United States / 21st Century,LAW / Legal History,HISTORY / United States / State & Local / General",World,LAW026020,SOC030000,HIS036070,,,,
674970632,9780674970632,"Kuss, Susanne",Susanne Kuss,German Colonial Wars and the Context of Military Violence,,,Hardback,Text,$46.50,£37.95,€42.00,,400,"3 maps, 1 graph, 5 tables",6-1/8 x 9-1/4,2017,"HISTORY / Military / Wars & Conflicts (Other),HISTORY / Europe / Germany,HISTORY / Modern / 20th Century,POLITICAL SCIENCE / Colonialism & Post-Colonialism",World,HIS027130,HIS014000,HIS037070,,,,
674088956,9780674088955,"Berthoz, Alain",Alain Berthoz,"The Vicarious Brain, Creator of Worlds",,French,Hardback,Trade,$24.95,£19.95,€22.50,,224,,5-1/2 x 8-1/4,2017,"SCIENCE / Life Sciences / Neuroscience*,PSYCHOLOGY / Cognitive Neuroscience & Cognitive Neuropsychology",World,SCI089000,PSY051000,,,,,
674975456,9780674975453,"Brubaker, Rogers",Rogers Brubaker,Grounds for Difference,,,Paperback,Text,$23.50,£18.95,€21.00,,240,,6-1/8 x 9-1/4,2017,"SOCIAL SCIENCE / Anthropology / General,SOCIAL SCIENCE / Sociology / General",World,SOC002000,SOC026000,,,,,
674979885,9780674979888,"Siedentop, Larry",Larry Siedentop,Inventing the Individual,The Origins of Western Liberalism,,Paperback,Trade,$20.50,£16.95,€18.50,,448,,Other,2017,"POLITICAL SCIENCE / History & Theory,HISTORY / Modern / General,RELIGION / History",United States and its dependencies only,POL010000,HIS037030,REL033000,,,,
674971396,9780674971394,"Estlund, Cynthia",Cynthia Estlund,A New Deal for China’s Workers?,,,Hardback,Text,$51.50,£41.95,€46.50,,304,5 graphs,6-1/8 x 9-1/4,2017,"LAW / Labor & Employment,LAW / Comparative,POLITICAL SCIENCE / Labor & Industrial Relations,POLITICAL SCIENCE / Comparative Politics",World,LAW054000,LAW016000,POL013000,,,,
674971426,9780674971424,"Patterson, Mark R.",Mark R. Patterson,Antitrust Law in the New Economy,"Google, Yelp, LIBOR, and the Control of Information",,Hardback,Text,$51.50,£41.95,€46.50,,336,1 halftone,6-1/8 x 9-1/4,2017,"LAW / Antitrust,BUSINESS & ECONOMICS / E-Commerce / General (see also COMPUTERS / Electronic Commerce),LAW / Consumer",World,LAW005000,BUS090000,LAW020000,,,,
674979850,9780674979857,"Piketty, Thomas",Thomas Piketty,Capital in the Twenty-First Century,,,Paperback,Trade,$20.50,£16.95,€18.50,,816,"96 graphs, 18 tables",5-1/2 x 8-1/2,2017,"BUSINESS & ECONOMICS / Economic History,BUSINESS & ECONOMICS / Economics / Comparative,BUSINESS & ECONOMICS / Development / Economic Development,BUSINESS & ECONOMICS / Economics / Theory,POLITICAL SCIENCE / Public Policy / Economic Policy",World,BUS023000,BUS069010,BUS068000,,,,
674980085,9780674980082,,Heather Cole,Houghton Library at 75,A Celebration of Its Collections,,Paperback,Text,$25.00,£20.95,€22.50,Houghton Library Publications,128,131 color illustrations,9 x 10-5/8,2017,"HISTORY / United States / State & Local / New England (CT, MA, ME, NH, RI, VT),LANGUAGE ARTS & DISCIPLINES / Library & Information Science / Archives & Special Libraries*",World,HIS036100,LAN025020,,,,,
674971906,9780674971905,"Yow, Ruth Carbonette",Ruth Carbonette Yow,Students of the Dream,Resegregation in a Southern City,,Hardback,Text,$41.00,£32.95,€37.00,,272,11 tables,6-1/8 x 9-1/4,2017,"HISTORY / United States / State & Local / South (AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV),EDUCATION / Educational Policy & Reform / General,HISTORY / African American,HISTORY / United States / 20th Century,SOCIAL SCIENCE / Discrimination & Race Relations",World,HIS036120,EDU034000,HIS056000,,,,
674980050,9780674980051,"Kraidy, Marwan M.",Marwan M. Kraidy,The Naked Blogger of Cairo,Creative Insurgency in the Arab World,,Paperback,Trade,$20.50,£16.95,€18.50,,304,10 halftones,6-1/8 x 9-1/4,2017,"SOCIAL SCIENCE / Media Studies,HISTORY / Middle East / General,POLITICAL SCIENCE / World / Middle Eastern,SOCIAL SCIENCE / Islamic Studies",World,SOC052000,HIS026000,POL059000,,,,
674979893,9780674979895,"Tackett, Timothy",Timothy Tackett,The Coming of the Terror in the French Revolution,,,Paperback,Trade,$20.50,£16.95,€18.50,,480,"20 halftones, 3 maps",6-1/8 x 9-1/4,2017,"HISTORY / Europe / France,HISTORY / Revolutionary,HISTORY / Modern / 18th Century",World,HIS013000,HIS031000,HIS037050,,,,
674979826,9780674979826,"Hinton, Elizabeth",Elizabeth Hinton,From the War on Poverty to the War on Crime,The Making of Mass Incarceration in America,,Paperback,Trade,$19.50,£15.95,€17.50,,464,11 halftones,6-1/8 x 9-1/4,2017,"HISTORY / United States / 20th Century,LAW / Criminal Law / General,POLITICAL SCIENCE / Public Policy / Social Policy,SOCIAL SCIENCE / Sociology / Urban",World,HIS036060,LAW026000,POL029000,,,,
674975413,9780674975415,"Shipman, Pat",Pat Shipman,The Invaders,How Humans and Their Dogs Drove Neanderthals to Extinction,,Paperback,Trade,$19.50,£15.95,€17.50,,288,"19 halftones, 4 line illustrations, 2 tables",5-1/2 x 8-1/4,2017,"SCIENCE / Life Sciences / Ecology,SCIENCE / Life Sciences / Evolution,SCIENCE / Paleontology,SOCIAL SCIENCE / Anthropology / Physical,SOCIAL SCIENCE / Archaeology",World,SCI020000,SCI027000,SCI054000,,,,
674659708,9780674659704,"Lopez, Donald S.,Jinpa, Thupten",Donald S. Lopez Jr. and Thupten Jinpa,Dispelling the Darkness,A Jesuit’s Quest for the Soul of Tibet,,Hardback,Academic Trade,$31.00,£24.95,€28.00,,320,"1 halftone, 1 line illustration",6-1/8 x 9-1/4,2017,"HISTORY / Asia / Central Asia,HISTORY / Modern / 18th Century,RELIGION / Buddhism / Tibetan,RELIGION / Christian Ministry / Missions,RELIGION / Christianity / Catholic",World,HIS050000,HIS037050,REL007050,,,,
674088816,9780674088818,"Withers, Charles W. J.",Charles W. J. Withers,Zero Degrees,Geographies of the Prime Meridian,,Hardback,Trade,$29.95,£23.95,€27.00,,336,"11 halftones, 18 maps, 7 tables",6-1/8 x 9-1/4,2017,"SCIENCE / Time,HISTORY / Historical Geography,SCIENCE / History,HISTORY / Modern / 19th Century,SOCIAL SCIENCE / Human Geography",World,SCI066000,HIS052000,SCI034000,,,,
674436539,9780674436534,,Joseph Loscalzo,Network Medicine,Complex Systems in Human Disease and Therapeutics,English,Hardback,Text,$51.50,£41.95,€46.50,,448,135 color illustrations,6-1/8 x 9-1/4,2017,"MEDICAL / Research,MEDICAL / Diseases,MEDICAL / Diagnosis",World,MED106000,MED022000,MED018000,,,,
674979753,9780674979758,"McNeur, Catherine",Catherine McNeur,Taming Manhattan,Environmental Battles in the Antebellum City,,Paperback,Academic Trade,$20.50,£16.95,€18.50,,320,37 halftones,Other,2017,"HISTORY / United States / State & Local / Middle Atlantic (DC, DE, MD, NJ, NY, PA),HISTORY / United States / 19th Century,HISTORY / Social History,ARCHITECTURE / Urban & Land Use Planning",World,HIS036080,HIS036040,HIS054000,,,,
